,State,County,2022_Median_AQI,2021_Median_AQI,2020_Median_AQI,2019_Median_AQI,2018_Median_AQI,2017_Median_AQI,2016_Median_AQI,2015_Median_AQI,2014_Median_AQI,2013_Median_AQI,2012_Median_AQI,2011_Median_AQI,2010_Median_AQI,2009_Median_AQI,2008_Median_AQI,2007_Median_AQI,2006_Median_AQI,2005_Median_AQI,2004_Median_AQI,2003_Median_AQI,2002_Median_AQI,2001_Median_AQI,2000_Median_AQI,1999_Median_AQI,1998_Median_AQI,1997_Median_AQI,1996_Median_AQI,1995_Median_AQI,1994_Median_AQI,1993_Median_AQI,1992_Median_AQI,1991_Median_AQI,1990_Median_AQI,1989_Median_AQI,1988_Median_AQI,1987_Median_AQI,1986_Median_AQI,1985_Median_AQI,1984_Median_AQI,1983_Median_AQI,1982_Median_AQI,1981_Median_AQI,1980_Median_AQI
90,California,Napa,,38.0,36.0,35.0,39.0,43.0,37.0,44.0,46.0,44.0,38.0,42.0,39.0,38.0,49.0,46.0,34.0,31.0,31.0,31,32.0,31.0,31.0,32.0,31.0,31.0,32.0,31.0,31.0,35.0,32.0,35.0,33.0,34.0,37.0,38.0,37.0,35.0,34.0,31.0,38.0,34.0,38.0
91,California,Nevada,48.0,45.0,41.0,44.0,44.0,49.0,44.0,47.0,46.0,48.0,42.0,43.0,44.0,44.0,50.0,57.0,53.0,50.0,52.0,58,51.0,54.0,57.0,67.0,50.0,67.0,48.0,44.0,44.0,38.0,42.0,44.0,46.0,,,,,,,,,,
92,California,Orange,49.0,49.0,51.0,48.0,50.0,54.0,54.0,56.0,59.0,53.0,55.0,58.0,56.0,57.0,65.0,53.0,56.0,57.0,67.0,63,63.0,64.0,62.0,63.0,50.0,51.0,53.0,61.0,66.0,67.0,68.0,74.0,79.0,87.0,89.0,79.0,89.0,79.0,89.0,87.0,79.0,100.0,100.0
93,California,Placer,50.0,54.0,54.0,45.0,41.0,43.0,44.0,45.0,52.0,51.0,49.0,52.0,50.0,52.0,54.0,54.0,60.0,56.0,56.0,50,49.0,46.0,46.0,57.0,43.0,43.0,44.0,46.0,50.0,47.0,47.0,44.0,51.0,48.0,51.0,48.0,44.0,43.0,44.0,54.0,47.0,40.0,44.0
94,California,Plumas,40.0,63.0,49.0,25.0,35.0,35.0,32.0,50.0,41.0,42.0,36.0,39.0,33.0,42.0,47.0,50.0,38.0,40.0,41.0,41,54.0,35.0,41.0,47.0,42.0,13.0,44.0,49.0,48.0,46.0,26.0,22.0,24.0,23.0,30.0,11.0,71.0,,,,,,
95,California,Riverside,77.0,87.0,87.0,77.0,87.0,87.0,82.0,87.0,93.0,87.0,94.0,92.0,87.0,87.0,91.0,101.0,84.0,90.0,98.0,97,101.0,110.0,103.0,95.0,77.0,89.0,87.0,93.0,97.0,100.0,105.0,105.0,103.0,126.0,119.0,105.0,103.0,108.0,110.0,100.0,103.0,136.0,114.0
96,California,Sacramento,40.0,50.0,52.0,46.0,54.0,56.0,49.0,54.0,51.0,54.0,52.0,55.0,49.0,54.0,61.0,60.0,64.0,59.0,63.0,67,74.0,59.0,55.0,58.0,45.0,44.0,49.0,50.0,54.0,49.0,57.0,71.0,67.0,77.0,68.0,67.0,57.0,58.0,57.0,49.0,57.0,58.0,54.0
97,California,San Benito,42.0,40.0,39.0,38.0,41.0,40.0,39.0,39.0,42.0,43.0,41.0,41.0,40.0,41.0,45.0,43.0,42.0,40.0,41.0,43,42.0,42.0,40.0,45.0,42.0,44.0,43.0,42.0,42.0,42.0,40.0,45.0,44.0,44.0,44.0,47.0,37.0,37.0,35.0,35.0,37.0,37.0,34.0
98,California,San Bernardino,76.0,87.0,93.0,80.0,88.0,84.0,83.0,83.0,80.0,84.0,90.0,84.0,81.0,84.0,84.0,90.0,80.0,82.0,90.0,91,90.0,100.0,95.0,101.0,87.0,96.0,100.0,103.0,108.0,119.0,126.0,116.0,119.0,143.0,126.0,122.0,133.0,122.0,136.0,108.0,108.0,151.0,126.0
99,California,San Diego,49.0,64.0,71.0,64.0,64.0,65.0,66.0,61.0,61.0,66.0,64.0,63.0,61.0,67.0,72.0,67.0,70.0,67.0,67.0,68,74.0,77.0,74.0,80.0,61.0,65.0,68.0,77.0,79.0,80.0,89.0,89.0,103.0,110.0,114.0,100.0,101.0,103.0,101.0,90.0,90.0,116.0,110.0
100,California,San Francisco,33.0,36.0,36.0,36.0,37.0,38.0,36.0,35.0,34.0,38.0,36.0,41.0,40.0,48.0,44.0,38.0,37.0,37.0,41.0,37,35.0,36.0,36.0,37.0,33.0,32.0,35.0,34.0,33.0,37.0,33.0,38.0,32.0,38.0,38.0,38.0,39.0,45.0,45.0,41.0,39.0,38.0,38.0
101,California,San Joaquin,43.0,51.0,48.0,44.0,54.0,50.0,55.0,56.0,54.0,57.0,56.0,53.0,45.0,44.0,49.0,48.0,44.0,40.0,43.0,44,46.0,44.0,45.0,46.0,41.0,41.0,44.0,42.0,46.0,46.0,47.0,48.0,47.0,47.0,48.0,54.0,47.0,44.0,47.0,38.0,47.0,42.0,47.0
102,California,San Luis Obispo,55.0,48.0,48.0,46.0,49.0,54.0,51.0,53.0,55.0,59.0,53.0,56.0,51.0,52.0,51.0,49.0,46.0,41.0,41.0,44,44.0,44.0,41.0,45.0,67.0,44.0,43.0,42.0,43.0,40.0,42.0,46.0,44.0,47.0,46.0,40.0,40.0,43.0,38.0,38.0,39.0,42.0,42.0
103,California,San Mateo,35.0,33.0,35.0,35.0,36.0,37.0,37.0,32.0,34.0,38.0,36.0,38.0,35.0,40.0,40.0,38.0,39.0,42.0,40.0,33,35.0,32.0,33.0,32.0,33.0,31.0,34.0,35.0,33.0,32.0,33.0,38.0,38.0,38.0,38.0,37.0,38.0,34.0,33.0,30.0,28.0,28.0,31.0
104,California,Santa Barbara,43.0,41.0,42.0,43.0,47.0,44.0,44.0,45.0,47.0,46.0,47.0,49.0,44.0,45.0,47.0,48.0,48.0,47.0,48.0,48,49.0,48.0,48.0,51.0,49.0,51.0,54.0,54.0,64.0,54.0,64.0,71.0,68.0,76.0,75.0,64.0,71.0,57.0,57.0,50.0,57.0,58.0,61.0
105,California,Santa Clara,42.0,44.0,44.0,41.0,44.0,44.0,40.0,43.0,41.0,48.0,45.0,50.0,42.0,43.0,51.0,44.0,47.0,46.0,46.0,47,47.0,46.0,44.0,44.0,42.0,42.0,43.0,43.0,44.0,44.0,47.0,47.0,47.0,49.0,46.0,46.0,46.0,45.0,45.0,44.0,44.0,44.0,43.0
106,California,Santa Cruz,35.0,34.0,34.0,35.0,36.0,35.0,32.0,35.0,35.0,38.0,34.0,36.0,34.0,31.0,36.0,34.0,36.0,34.0,36.0,35,36.0,35.0,36.0,36.0,36.0,35.0,36.0,36.0,35.0,31.0,32.0,34.0,32.0,34.0,33.0,32.0,28.0,33.0,31.0,30.0,34.0,35.0,38.0
107,California,Shasta,44.0,45.0,41.0,42.0,43.0,44.0,41.0,44.0,43.0,42.0,44.0,44.0,43.0,44.0,45.0,44.0,45.0,43.0,44.0,43,44.0,44.0,44.0,50.0,46.0,42.0,43.0,43.0,43.0,39.0,41.0,43.0,43.0,40.0,38.0,38.0,44.0,35.0,35.0,44.0,37.0,35.0,40.0
108,California,Siskiyou,,40.0,36.0,36.0,41.0,26.0,27.0,36.0,37.0,37.0,37.0,37.0,33.0,31.0,34.0,32.0,36.0,35.0,33.0,39,33.0,13.0,36.0,33.0,35.0,37.0,29.0,30.0,35.0,30.0,33.0,19.0,32.0,35.0,35.0,42.0,37.0,28.0,30.0,28.0,31.0,28.0,
109,California,Solano,40.0,40.0,41.0,40.0,42.0,44.0,40.0,44.0,43.0,44.0,41.0,43.0,39.0,40.0,52.0,45.0,47.0,41.0,45.0,38,39.0,37.0,37.0,40.0,36.0,36.0,39.0,36.0,36.0,38.0,37.0,38.0,38.0,39.0,43.0,42.0,38.0,38.0,38.0,34.0,38.0,38.0,38.0
110,California,Sonoma,32.0,33.0,33.0,33.0,36.0,38.0,32.0,35.0,37.0,36.0,37.0,35.0,32.0,33.0,37.0,35.0,33.0,31.0,33.0,37,37.0,36.0,37.0,38.0,37.0,35.0,37.0,37.0,37.0,37.0,37.0,37.0,35.0,35.0,37.0,37.0,33.0,37.0,35.0,30.0,35.0,38.0,38.0
111,California,Stanislaus,48.0,58.0,55.0,49.0,54.0,58.0,55.0,59.0,58.0,61.0,63.0,64.0,53.0,58.0,64.0,56.0,44.0,42.0,47.0,49,53.0,50.0,49.0,49.0,46.0,46.0,46.0,46.0,47.0,47.0,47.0,51.0,57.0,61.0,58.0,61.0,47.0,49.0,47.0,47.0,47.0,54.0,48.0
112,California,Sutter,46.0,54.0,48.0,44.0,54.0,51.0,53.0,49.0,51.0,48.0,48.0,54.0,44.0,48.0,51.0,48.0,54.0,48.0,46.0,42,45.0,44.0,43.0,49.0,43.0,42.0,45.0,44.0,49.0,43.0,47.0,40.0,37.0,43.0,44.0,48.0,48.0,49.0,67.0,58.0,42.0,26.0,21.0
113,California,Tehama,39.0,44.0,43.0,41.0,45.0,40.0,44.0,45.0,44.0,43.0,47.0,48.0,50.0,43.0,47.0,39.0,41.0,43.0,42.0,46,44.0,44.0,40.0,50.0,44.0,39.0,46.0,41.0,38.0,37.0,43.0,47.0,42.0,29.0,35.0,31.0,39.0,,,,,,
114,California,Trinity,22.0,29.0,27.0,18.0,44.0,51.0,38.0,9.0,9.0,27.0,45.0,26.0,10.0,14.0,18.0,13.0,15.0,9.0,11.0,13,12.0,13.0,13.0,18.0,15.0,14.0,15.0,15.0,,,,,,,16.0,11.0,,,,,,,
115,California,Tulare,67.0,80.0,79.0,66.0,77.0,80.0,77.0,78.0,84.0,84.0,80.0,84.0,69.0,84.0,97.0,100.0,88.0,84.0,96.0,101,108.0,95.0,85.0,97.0,51.0,67.0,56.0,74.0,67.0,67.0,67.0,70.0,84.0,87.0,87.0,87.0,79.0,74.0,57.0,49.0,57.0,57.0,68.0
116,California,Tuolumne,37.0,41.0,41.0,43.0,43.0,44.0,44.0,43.0,46.0,43.0,42.0,41.0,41.0,42.0,45.0,42.0,38.0,41.0,44.0,44,47.0,45.0,49.0,58.0,46.0,49.0,46.0,44.0,45.0,43.0,39.0,49.0,39.0,32.0,41.0,,,,,,,71.0,70.0
117,California,Ventura,48.0,48.0,47.0,46.0,52.0,53.0,51.0,50.0,53.0,51.0,54.0,47.0,47.0,49.0,50.0,51.0,48.0,50.0,57.0,54,61.0,61.0,59.0,61.0,50.0,71.0,67.0,67.0,71.0,64.0,67.0,89.0,74.0,84.0,93.0,87.0,101.0,87.0,87.0,71.0,93.0,84.0,89.0
118,California,Yolo,41.0,39.0,42.0,41.0,43.0,43.0,40.0,44.0,41.0,41.0,44.0,50.0,38.0,43.0,44.0,43.0,44.0,44.0,44.0,44,42.0,40.0,40.0,44.0,37.0,37.0,38.0,37.0,40.0,38.0,40.0,39.0,40.0,37.0,39.0,43.0,39.0,37.0,35.0,33.0,35.0,37.0,40.0
119,Canada,New Brunswick,,,,,,,,,,,,,,,,,,31.0,26.0,32,31.0,35.0,32.0,34.0,37.0,34.0,37.0,31.0,,,,,,,,,,,,,,,
120,Canada,Saskatchewan,,,,,,,,,,,,,,,,,25.0,10.0,13.0,15,15.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,
121,Colorado,Adams,50.0,48.0,47.0,47.0,49.0,48.0,44.0,45.0,46.0,47.0,48.0,48.0,43.0,46.0,49.0,51.0,48.0,49.0,46.0,47,48.0,51.0,48.0,51.0,51.0,47.0,49.0,46.0,55.0,50.0,51.0,48.0,39.0,49.0,49.0,54.0,64.0,54.0,50.0,56.0,44.0,54.0,58.0
122,Colorado,Alamosa,,9.0,10.0,9.0,19.0,19.0,18.0,17.0,19.0,19.0,23.0,26.0,20.0,19.0,20.0,23.0,19.0,19.0,21.0,23,24.0,19.0,19.0,17.0,19.0,18.0,17.0,19.0,19.0,20.0,22.0,42.0,42.0,41.0,40.0,,,,,,,,
123,Colorado,Arapahoe,48.0,46.0,45.0,46.0,45.0,46.0,44.0,45.0,44.0,46.0,48.0,48.0,47.0,43.0,35.0,44.0,44.0,44.0,42.0,44,42.0,41.0,43.0,42.0,42.0,34.0,42.0,47.0,48.0,46.0,50.0,51.0,41.0,45.0,57.0,51.0,50.0,47.0,49.0,52.0,51.0,46.0,38.0
124,Colorado,Archuleta,44.0,45.0,43.0,31.0,38.0,36.0,17.0,17.0,17.0,17.0,19.0,17.0,17.0,19.0,19.0,19.0,19.0,20.0,21.0,22,20.0,22.0,23.0,23.0,23.0,23.0,26.0,27.0,33.0,36.0,37.0,20.0,19.0,36.0,50.0,31.0,41.0,43.0,,,,,
125,Colorado,Boulder,48.0,48.0,47.0,47.0,46.0,45.0,35.0,44.0,44.0,45.0,48.0,48.0,45.0,44.0,47.0,45.0,46.0,44.0,41.0,42,39.0,41.0,42.0,37.0,44.0,43.0,40.0,38.0,43.0,43.0,40.0,44.0,40.0,44.0,48.0,42.0,44.0,45.0,44.0,39.0,43.0,38.0,33.0
126,Colorado,Delta,44.0,42.0,41.0,41.0,35.0,19.0,16.0,16.0,21.0,19.0,21.0,19.0,19.0,22.0,22.0,23.0,25.0,26.0,23.0,26,31.0,29.0,25.0,23.0,22.0,22.0,23.0,20.0,26.0,26.0,27.0,29.0,27.0,31.0,11.0,,,,,,,,
127,Colorado,Denver,49.0,52.0,50.0,51.0,51.0,50.0,52.0,52.0,50.0,49.0,52.0,50.0,49.0,44.0,47.0,52.0,52.0,51.0,46.0,54,54.0,56.0,49.0,46.0,56.0,52.0,55.0,52.0,56.0,52.0,60.0,44.0,45.0,60.0,64.0,71.0,77.0,77.0,77.0,84.0,77.0,82.0,87.0
128,Colorado,Douglas,49.0,47.0,46.0,46.0,46.0,47.0,44.0,44.0,44.0,44.0,48.0,46.0,45.0,43.0,45.0,44.0,45.0,44.0,44.0,50,51.0,48.0,48.0,48.0,48.0,48.0,49.0,47.0,14.0,44.0,17.0,15.0,16.0,22.0,,,,,,,,,
129,Colorado,El Paso,48.0,47.0,45.0,45.0,46.0,46.0,44.0,44.0,44.0,47.0,48.0,47.0,45.0,43.0,44.0,46.0,46.0,44.0,42.0,44,44.0,44.0,50.0,43.0,43.0,42.0,44.0,46.0,47.0,45.0,45.0,50.0,48.0,51.0,50.0,46.0,44.0,44.0,53.0,50.0,48.0,47.0,57.0
130,Colorado,Elbert,,,,,,,,,,,,10.0,17.0,15.0,17.0,19.0,15.0,19.0,16.0,17,18.0,16.0,15.0,15.0,,,,,,,,,,,,,,,,,,,
131,Colorado,Fremont,12.0,15.0,11.0,13.0,15.0,11.0,14.0,11.0,15.0,16.0,15.0,15.0,14.0,13.0,14.0,17.0,16.0,17.0,13.0,13,16.0,13.0,15.0,11.0,14.0,12.0,15.0,15.0,17.0,17.0,18.0,18.0,16.0,19.0,18.0,14.0,,,,,,,
132,Colorado,Garfield,43.0,47.0,46.0,44.0,48.0,47.0,47.0,45.0,44.0,46.0,61.0,58.0,51.0,45.0,50.0,49.0,30.0,24.0,19.0,17,18.0,18.0,18.0,19.0,22.0,22.0,22.0,25.0,27.0,32.0,26.0,28.0,28.0,29.0,27.0,22.0,32.0,28.0,,,,,
133,Colorado,Gunnison,46.0,45.0,44.0,45.0,47.0,45.0,44.0,44.0,44.0,45.0,46.0,44.0,42.0,45.0,44.0,47.0,48.0,48.0,48.0,48,50.0,49.0,49.0,49.0,51.0,49.0,48.0,46.0,48.0,45.0,45.0,45.0,44.0,31.0,22.0,29.0,33.0,34.0,,,,,
134,Colorado,Jackson,46.0,5.0,5.0,6.0,7.0,5.0,6.0,38.0,40.0,42.0,40.0,29.0,7.0,7.0,9.0,8.0,8.0,7.0,7.0,8,6.0,8.0,10.0,9.0,10.0,10.0,10.0,8.0,8.0,,,,,,,,,,,,,,
135,Colorado,Jefferson,50.0,47.0,46.0,46.0,46.0,47.0,46.0,45.0,46.0,47.0,48.0,49.0,46.0,44.0,48.0,45.0,45.0,44.0,43.0,44,43.0,42.0,44.0,44.0,46.0,45.0,44.0,44.0,46.0,44.0,41.0,41.0,40.0,45.0,44.0,45.0,44.0,45.0,48.0,48.0,48.0,48.0,49.0
136,Colorado,La Plata,47.0,47.0,44.0,44.0,45.0,45.0,46.0,43.0,44.0,47.0,48.0,48.0,48.0,46.0,49.0,48.0,46.0,47.0,44.0,39,39.0,38.0,42.0,46.0,44.0,44.0,44.0,40.0,46.0,43.0,44.0,32.0,32.0,,,,,,,,,,
137,Colorado,Larimer,51.0,50.0,48.0,48.0,50.0,49.0,50.0,49.0,49.0,49.0,54.0,58.0,51.0,48.0,49.0,50.0,50.0,48.0,49.0,50,51.0,45.0,47.0,45.0,48.0,44.0,45.0,45.0,47.0,45.0,44.0,45.0,39.0,44.0,49.0,44.0,40.0,41.0,41.0,40.0,41.0,41.0,34.0
138,Colorado,Mesa,45.0,44.0,44.0,44.0,46.0,47.0,46.0,45.0,46.0,47.0,48.0,49.0,47.0,47.0,47.0,44.0,32.0,29.0,24.0,25,27.0,25.0,24.0,26.0,27.0,28.0,31.0,31.0,32.0,33.0,43.0,44.0,37.0,42.0,41.0,47.0,42.0,15.0,17.0,15.0,18.0,23.0,18.0
139,Colorado,Montezuma,45.0,44.0,44.0,46.0,44.0,44.0,44.0,44.0,44.0,46.0,47.0,46.0,46.0,48.0,46.0,47.0,48.0,48.0,45.0,46,45.0,44.0,45.0,48.0,45.0,42.0,44.0,44.0,42.0,34.0,11.0,13.0,15.0,13.0,12.0,,,,,,,,
140,Colorado,Pitkin,13.0,12.0,11.0,10.0,14.0,13.0,12.0,11.0,11.0,44.0,29.0,54.0,49.0,49.0,15.0,44.0,15.0,16.0,16.0,17,17.0,19.0,18.0,22.0,19.0,17.0,17.0,18.0,19.0,19.0,21.0,21.0,24.0,24.0,25.0,,,,,,,,
141,Colorado,Prowers,17.0,19.0,17.0,14.0,16.0,17.0,17.0,14.0,19.0,18.0,23.0,21.0,24.0,22.0,23.0,22.0,19.0,19.0,20.0,24,24.0,23.0,23.0,24.0,22.0,18.0,19.0,20.0,19.0,20.0,23.0,21.0,17.0,21.0,22.0,23.0,29.0,28.0,,,,,
142,Colorado,Pueblo,19.0,21.0,19.0,20.0,23.0,22.0,20.0,19.0,23.0,22.0,24.0,21.0,24.0,44.0,29.0,28.0,33.0,29.0,27.0,30,29.0,33.0,30.0,26.0,21.0,23.0,21.0,20.0,26.0,23.0,22.0,26.0,23.0,27.0,28.0,32.0,,13.0,10.0,13.0,13.0,14.0,17.0
143,Colorado,Routt,16.0,15.0,14.0,13.0,15.0,15.0,15.0,13.0,15.0,15.0,15.0,15.0,16.0,17.0,21.0,19.0,19.0,17.0,17.0,19,19.0,19.0,20.0,18.0,20.0,20.0,23.0,20.0,22.0,25.0,24.0,27.0,26.0,25.0,22.0,25.0,30.0,34.0,,,,,
144,Colorado,San Juan,,7.0,7.0,7.0,8.0,7.0,6.0,6.0,8.0,9.0,10.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,9,8.0,9.0,10.0,12.0,10.0,11.0,9.0,10.0,12.0,11.0,11.0,10.0,12.0,12.0,12.0,,,,,,,,
145,Colorado,San Miguel,15.0,14.0,12.0,11.0,46.0,43.0,44.0,44.0,45.0,47.0,44.0,48.0,19.0,12.0,14.0,17.0,17.0,18.0,16.0,20,19.0,17.0,19.0,20.0,21.0,22.0,21.0,25.0,26.0,31.0,32.0,28.0,29.0,30.0,31.0,46.0,47.0,34.0,,,,,
146,Colorado,Summit,,,,,,,,,,,12.0,12.0,12.0,13.0,11.0,13.0,13.0,14.0,13.0,13,17.0,17.0,17.0,17.0,18.0,17.0,18.0,17.0,21.0,15.0,18.0,,,,,,,,,,,,
147,Colorado,Teller,,,,,58.0,,,,,,,,51.0,,74.0,,14.0,16.0,17.0,19,22.0,20.0,21.0,24.0,32.0,33.0,28.0,36.0,44.0,,,,,,,,,,,,,,
148,Colorado,Weld,51.0,49.0,48.0,45.0,50.0,47.0,45.0,47.0,45.0,46.0,48.0,46.0,46.0,43.0,44.0,45.0,47.0,44.0,44.0,45,42.0,40.0,38.0,39.0,40.0,39.0,37.0,38.0,38.0,38.0,36.0,39.0,40.0,42.0,44.0,44.0,40.0,44.0,42.0,43.0,43.0,44.0,44.0
149,Connecticut,Fairfield,44.0,42.0,44.0,43.0,41.0,42.0,45.0,46.0,48.0,48.0,44.0,39.0,43.0,40.0,45.0,46.0,41.0,43.0,41.0,44,45.0,48.0,43.0,45.0,42.0,42.0,42.0,44.0,46.0,43.0,40.0,44.0,47.0,46.0,48.0,47.0,49.0,53.0,57.0,58.0,62.0,76.0,122.0
150,Connecticut,Hartford,41.0,37.0,39.0,39.0,37.0,41.0,41.0,45.0,44.0,46.0,42.0,39.0,35.0,34.0,40.0,40.0,40.0,44.0,42.0,46,44.0,48.0,42.0,44.0,41.0,38.0,28.0,39.0,43.0,40.0,37.0,41.0,39.0,45.0,48.0,51.0,51.0,55.0,56.0,56.0,54.0,55.0,55.0
151,Connecticut,Litchfield,40.0,37.0,38.0,37.0,36.0,36.0,38.0,39.0,41.0,41.0,40.0,37.0,38.0,34.0,36.0,39.0,39.0,39.0,41.0,44,44.0,25.0,38.0,46.0,44.0,42.0,42.0,42.0,41.0,38.0,33.0,39.0,16.0,19.0,16.0,,,,,,,,44.0
152,Connecticut,Middlesex,40.0,39.0,39.0,41.0,40.0,40.0,44.0,43.0,43.0,43.0,44.0,43.0,44.0,35.0,42.0,44.0,41.0,43.0,41.0,43,44.0,40.0,32.0,37.0,40.0,41.0,38.0,39.0,40.0,38.0,35.0,41.0,35.0,41.0,40.0,43.0,40.0,43.0,45.0,44.0,44.0,41.0,67.0
153,Connecticut,New Haven,42.0,40.0,42.0,41.0,40.0,40.0,44.0,45.0,44.0,51.0,48.0,44.0,42.0,41.0,46.0,45.0,47.0,51.0,56.0,59,56.0,60.0,54.0,49.0,44.0,42.0,43.0,43.0,50.0,53.0,45.0,52.0,48.0,48.0,49.0,50.0,50.0,49.0,47.0,50.0,48.0,42.0,38.0
154,Connecticut,New London,37.0,36.0,37.0,37.0,35.0,34.0,34.0,36.0,40.0,46.0,43.0,41.0,37.0,38.0,41.0,42.0,43.0,45.0,40.0,43,43.0,46.0,43.0,44.0,42.0,44.0,44.0,38.0,41.0,42.0,38.0,41.0,38.0,45.0,46.0,48.0,45.0,48.0,50.0,97.0,80.0,67.0,
155,Connecticut,Tolland,40.0,39.0,39.0,42.0,38.0,39.0,41.0,39.0,41.0,41.0,44.0,39.0,43.0,38.0,41.0,41.0,44.0,44.0,40.0,43,47.0,46.0,39.0,45.0,46.0,45.0,43.0,36.0,42.0,41.0,39.0,41.0,44.0,46.0,42.0,40.0,39.0,44.0,46.0,54.0,61.0,48.0,54.0
156,Connecticut,Windham,38.0,34.0,35.0,36.0,34.0,34.0,35.0,35.0,34.0,36.0,34.0,34.0,36.0,31.0,33.0,33.0,32.0,33.0,32.0,35,35.0,37.0,35.0,38.0,38.0,36.0,32.0,38.0,37.0,15.0,14.0,19.0,17.0,19.0,19.0,,,,,,,,
157,Country Of Mexico,BAJA CALIFORNIA NORTE,61.0,65.0,115.0,72.0,73.0,63.0,63.0,73.0,65.0,27.0,35.0,50.0,58.0,67.0,80.0,104.0,91.0,93.0,100.0,90,84.0,90.0,89.0,101.0,97.0,87.0,48.0,46.0,58.0,,,,,,,,,,,,,,
158,Country Of Mexico,CHIHUAHUA STATE,,,,,,,,,31.0,36.0,40.0,42.0,43.0,45.0,48.0,47.0,48.0,45.0,46.0,50,49.0,60.0,63.0,60.0,59.0,52.0,54.0,50.0,54.0,43.0,45.0,45.0,50.0,,,,,,,,,,
159,Country Of Mexico,SONORA,47.0,34.0,41.0,43.0,38.0,37.0,,,,,,,63.0,50.0,52.0,73.0,73.0,60.0,56.0,52,56.0,59.0,71.0,60.0,46.0,56.0,52.0,46.0,45.0,49.0,,,,,,,,,,,,,
160,Delaware,Kent,37.0,38.0,36.0,42.0,38.0,39.0,39.0,41.0,42.0,41.0,41.0,40.0,43.0,42.0,47.0,47.0,47.0,47.0,45.0,44,49.0,49.0,47.0,50.0,50.0,45.0,46.0,47.0,47.0,43.0,34.0,40.0,39.0,51.0,48.0,39.0,38.0,40.0,40.0,43.0,19.0,9.0,24.0
161,Delaware,New Castle,42.0,43.0,40.0,43.0,42.0,44.0,44.0,48.0,49.0,45.0,49.0,51.0,50.0,46.0,52.0,55.0,54.0,57.0,55.0,55,57.0,63.0,58.0,56.0,42.0,41.0,41.0,43.0,44.0,43.0,37.0,44.0,47.0,47.0,47.0,57.0,47.0,57.0,51.0,51.0,47.0,34.0,59.0
162,Delaware,Sussex,37.0,38.0,38.0,42.0,40.0,41.0,41.0,42.0,43.0,40.0,40.0,41.0,47.0,44.0,48.0,49.0,50.0,51.0,48.0,45,50.0,51.0,49.0,49.0,48.0,44.0,39.0,42.0,44.0,48.0,41.0,44.0,49.0,43.0,44.0,49.0,48.0,54.0,46.0,74.0,,,71.0
163,District Of Columbia,District of Columbia,43.0,44.0,40.0,44.0,44.0,51.0,47.0,47.0,47.0,48.0,56.0,54.0,51.0,49.0,51.0,54.0,54.0,57.0,56.0,57,58.0,62.0,58.0,59.0,49.0,47.0,48.0,48.0,54.0,53.0,49.0,55.0,53.0,48.0,44.0,57.0,61.0,61.0,54.0,60.0,57.0,66.0,47.0
164,Florida,Alachua,40.0,34.0,36.0,35.0,33.0,37.0,37.0,34.0,35.0,35.0,36.0,41.0,41.0,37.0,35.0,40.0,41.0,40.0,40.0,37,37.0,42.0,37.0,41.0,39.0,31.0,17.0,18.0,17.0,20.0,,,,,,,,,,31.0,27.0,,23.0
165,Florida,Baker,41.0,35.0,35.0,33.0,31.0,33.0,34.0,32.0,33.0,31.0,33.0,36.0,36.0,32.0,34.0,38.0,38.0,34.0,34.0,33,35.0,35.0,40.0,39.0,38.0,36.0,36.0,,,,,,,,,,,,,,,,
166,Florida,Bay,42.0,39.0,40.0,38.0,37.0,40.0,38.0,37.0,40.0,38.0,38.0,42.0,43.0,40.0,38.0,42.0,44.0,42.0,43.0,38,39.0,40.0,39.0,23.0,22.0,22.0,19.0,20.0,20.0,26.0,21.0,,,,,,,,,,,,
167,Florida,Brevard,42.0,40.0,39.0,36.0,37.0,39.0,39.0,37.0,39.0,37.0,40.0,41.0,43.0,40.0,41.0,42.0,43.0,38.0,38.0,36,38.0,38.0,41.0,41.0,41.0,40.0,38.0,38.0,34.0,36.0,37.0,37.0,40.0,38.0,34.0,,,,,,,,
168,Florida,Broward,44.0,42.0,40.0,40.0,40.0,43.0,41.0,34.0,38.0,36.0,38.0,38.0,41.0,40.0,42.0,42.0,44.0,39.0,40.0,38,38.0,40.0,42.0,41.0,38.0,36.0,36.0,38.0,34.0,37.0,37.0,35.0,38.0,36.0,37.0,38.0,34.0,41.0,44.0,48.0,47.0,45.0,50.0
169,Florida,Citrus,35.0,33.0,32.0,30.0,32.0,35.0,34.0,24.0,26.0,27.0,27.0,27.0,32.0,30.0,33.0,35.0,36.0,33.0,34.0,33,34.0,38.0,42.0,46.0,45.0,42.0,36.0,36.0,38.0,44.0,,,,,,,,,,,,,
170,Florida,Collier,38.0,36.0,36.0,34.0,36.0,36.0,37.0,33.0,36.0,34.0,37.0,38.0,39.0,34.0,38.0,40.0,43.0,39.0,34.0,32,33.0,32.0,16.0,15.0,15.0,16.0,13.0,14.0,,,,,,,,,,,,,,,
171,Florida,Columbia,41.0,37.0,36.0,38.0,34.0,38.0,38.0,35.0,34.0,39.0,36.0,43.0,44.0,43.0,48.0,47.0,41.0,36.0,36.0,34,36.0,36.0,31.0,,,,,,,,,,,,,,,,,,,,
