,State,County,2022_Median_AQI,2021_Median_AQI,2020_Median_AQI,2019_Median_AQI,2018_Median_AQI,2017_Median_AQI,2016_Median_AQI,2015_Median_AQI,2014_Median_AQI,2013_Median_AQI,2012_Median_AQI,2011_Median_AQI,2010_Median_AQI,2009_Median_AQI,2008_Median_AQI,2007_Median_AQI,2006_Median_AQI,2005_Median_AQI,2004_Median_AQI,2003_Median_AQI,2002_Median_AQI,2001_Median_AQI,2000_Median_AQI,1999_Median_AQI,1998_Median_AQI,1997_Median_AQI,1996_Median_AQI,1995_Median_AQI,1994_Median_AQI,1993_Median_AQI,1992_Median_AQI,1991_Median_AQI,1990_Median_AQI,1989_Median_AQI,1988_Median_AQI,1987_Median_AQI,1986_Median_AQI,1985_Median_AQI,1984_Median_AQI,1983_Median_AQI,1982_Median_AQI,1981_Median_AQI,1980_Median_AQI
585,Nevada,Mineral,,,,,,,,,,6.0,14.0,10.0,11.0,10.0,13.0,7.0,,18.0,17.0,21,,,,,,,,,,,,,,,,,,,,,,,
586,Nevada,Nye,22.0,23.0,21.0,15.0,18.0,19.0,15.0,16.0,20.0,18.0,19.0,20.0,27.0,26.0,21.0,30.0,31.0,23.0,32.0,22,,,,,,,,,,,,,,,,,,,,,,,
587,Nevada,Washoe,47.0,49.0,46.0,46.0,48.0,49.0,46.0,49.0,51.0,54.0,56.0,48.0,47.0,47.0,48.0,48.0,47.0,52.0,45.0,45,46.0,47.0,47.0,48.0,45.0,44.0,47.0,47.0,49.0,47.0,50.0,51.0,54.0,48.0,50.0,47.0,68.0,57.0,67.0,44.0,48.0,77.0,57.0
588,Nevada,White Pine,44.0,44.0,44.0,44.0,44.0,44.0,43.0,42.0,43.0,44.0,46.0,48.0,45.0,45.0,46.0,45.0,45.0,44.0,44.0,44,41.0,43.0,45.0,47.0,45.0,44.0,44.0,41.0,43.0,31.0,15.0,,,,,,,,,,,,
589,New Hampshire,Belknap,34.0,28.0,30.0,31.0,32.0,32.0,33.0,32.0,32.0,31.0,37.0,33.0,38.0,32.0,36.0,36.0,35.0,37.0,37.0,39,40.0,43.0,37.0,33.0,32.0,35.0,33.0,,,,,,,,,,,,,,,,
590,New Hampshire,Cheshire,38.0,35.0,35.0,34.0,35.0,35.0,36.0,38.0,39.0,38.0,36.0,42.0,37.0,38.0,38.0,37.0,39.0,40.0,35.0,39,39.0,40.0,33.0,38.0,36.0,34.0,36.0,35.0,37.0,33.0,32.0,37.0,34.0,,,,,,,40.0,44.0,39.0,33.0
591,New Hampshire,Coos,41.0,42.0,43.0,40.0,44.0,43.0,44.0,45.0,43.0,44.0,45.0,44.0,44.0,40.0,42.0,43.0,40.0,46.0,46.0,45,44.0,45.0,41.0,49.0,43.0,43.0,44.0,46.0,43.0,41.0,36.0,36.0,34.0,34.0,33.0,37.0,36.0,36.0,34.0,30.0,35.0,34.0,62.0
592,New Hampshire,Grafton,37.0,34.0,33.0,33.0,36.0,35.0,33.0,35.0,36.0,36.0,35.0,38.0,36.0,35.0,32.0,32.0,33.0,34.0,34.0,35,34.0,35.0,33.0,35.0,35.0,34.0,33.0,33.0,33.0,31.0,32.0,33.0,34.0,,,,,,,,,,
593,New Hampshire,Hillsborough,41.0,36.0,36.0,37.0,36.0,37.0,37.0,38.0,38.0,38.0,38.0,39.0,39.0,34.0,38.0,36.0,32.0,40.0,37.0,39,37.0,38.0,34.0,38.0,34.0,35.0,41.0,32.0,39.0,35.0,35.0,38.0,40.0,42.0,47.0,44.0,56.0,63.0,53.0,60.0,67.0,64.0,56.0
594,New Hampshire,Merrimack,39.0,36.0,38.0,36.0,38.0,32.0,31.0,33.0,31.0,35.0,37.0,36.0,38.0,34.0,37.0,38.0,38.0,41.0,39.0,35,37.0,36.0,30.0,35.0,32.0,32.0,31.0,29.0,28.0,29.0,30.0,19.0,41.0,43.0,40.0,28.0,33.0,25.0,,,,,
595,New Hampshire,Rockingham,40.0,37.0,38.0,37.0,37.0,38.0,38.0,41.0,44.0,43.0,39.0,42.0,36.0,31.0,33.0,31.0,32.0,32.0,34.0,35,36.0,37.0,33.0,34.0,33.0,35.0,35.0,31.0,34.0,31.0,31.0,35.0,37.0,38.0,37.0,38.0,29.0,27.0,21.0,31.0,29.0,26.0,36.0
596,New Hampshire,Strafford,,,,,,,,,,,,,,,,,,,,38,39.0,37.0,31.0,36.0,37.0,34.0,31.0,12.0,10.0,14.0,15.0,15.0,17.0,,,,,,,,,,
597,New Hampshire,Sullivan,,,,,,,,,,,,,,,35.0,35.0,36.0,40.0,37.0,41,38.0,39.0,31.0,39.0,32.0,32.0,32.0,34.0,34.0,30.0,31.0,31.0,31.0,,,,,,,,,,
598,New Jersey,Atlantic,34.0,35.0,34.0,37.0,37.0,38.0,38.0,37.0,37.0,39.0,38.0,39.0,41.0,41.0,42.0,40.0,38.0,40.0,36.0,38,38.0,39.0,37.0,39.0,41.0,43.0,41.0,39.0,36.0,39.0,37.0,44.0,38.0,36.0,38.0,40.0,42.0,45.0,46.0,48.0,45.0,50.0,59.0
599,New Jersey,Bergen,39.0,38.0,39.0,44.0,45.0,42.0,42.0,47.0,38.0,37.0,34.0,37.0,38.0,51.0,54.0,54.0,56.0,43.0,40.0,42,42.0,39.0,28.0,25.0,31.0,44.0,42.0,43.0,47.0,43.0,42.0,47.0,47.0,49.0,52.0,55.0,47.0,55.0,55.0,50.0,47.0,45.0,48.0
600,New Jersey,Burlington,,,,,,,,,,,,,,5.0,5.0,6.0,7.0,9.0,8.0,9,10.0,11.0,10.0,11.0,13.0,13.0,14.0,14.0,17.0,16.0,19.0,39.0,35.0,38.0,39.0,38.0,39.0,44.0,44.0,45.0,46.0,42.0,50.0
601,New Jersey,Camden,44.0,42.0,40.0,44.0,44.0,45.0,45.0,47.0,44.0,44.0,45.0,45.0,45.0,41.0,46.0,55.0,52.0,48.0,44.0,45,46.0,48.0,45.0,47.0,44.0,44.0,47.0,44.0,47.0,46.0,42.0,44.0,45.0,43.0,44.0,49.0,51.0,57.0,57.0,60.0,51.0,49.0,49.0
602,New Jersey,Cumberland,38.0,37.0,38.0,40.0,38.0,36.0,39.0,33.0,35.0,34.0,41.0,39.0,41.0,43.0,44.0,44.0,47.0,35.0,35.0,36,35.0,38.0,33.0,36.0,38.0,36.0,34.0,34.0,36.0,36.0,31.0,35.0,33.0,32.0,36.0,39.0,37.0,41.0,33.0,38.0,,,42.0
603,New Jersey,Essex,40.0,40.0,39.0,41.0,38.0,39.0,40.0,38.0,42.0,41.0,44.0,45.0,41.0,36.0,34.0,36.0,39.0,42.0,40.0,45,48.0,44.0,46.0,52.0,50.0,48.0,50.0,49.0,54.0,51.0,52.0,53.0,52.0,50.0,60.0,66.0,50.0,51.0,46.0,57.0,56.0,56.0,55.0
604,New Jersey,Gloucester,43.0,39.0,36.0,37.0,39.0,37.0,39.0,42.0,41.0,41.0,43.0,40.0,40.0,35.0,40.0,38.0,36.0,42.0,39.0,40,39.0,40.0,39.0,38.0,36.0,36.0,37.0,35.0,35.0,32.0,31.0,34.0,34.0,32.0,32.0,32.0,34.0,36.0,37.0,52.0,44.0,3.0,38.0
605,New Jersey,Hudson,41.0,38.0,37.0,41.0,42.0,41.0,42.0,42.0,43.0,38.0,44.0,45.0,45.0,45.0,57.0,52.0,48.0,42.0,42.0,43,44.0,46.0,47.0,50.0,45.0,44.0,45.0,44.0,50.0,50.0,49.0,51.0,49.0,51.0,56.0,57.0,59.0,65.0,66.0,64.0,66.0,61.0,60.0
606,New Jersey,Hunterdon,40.0,38.0,38.0,39.0,38.0,39.0,39.0,36.0,38.0,38.0,42.0,43.0,43.0,39.0,43.0,43.0,40.0,37.0,35.0,33,35.0,36.0,34.0,34.0,36.0,36.0,32.0,32.0,35.0,35.0,29.0,35.0,35.0,33.0,35.0,31.0,30.0,34.0,31.0,38.0,41.0,40.0,49.0
607,New Jersey,Mercer,42.0,42.0,38.0,41.0,40.0,40.0,42.0,42.0,43.0,43.0,43.0,43.0,44.0,41.0,44.0,47.0,41.0,44.0,41.0,41,41.0,43.0,41.0,44.0,40.0,40.0,40.0,40.0,40.0,36.0,34.0,38.0,37.0,33.0,36.0,35.0,38.0,40.0,44.0,38.0,36.0,27.0,41.0
608,New Jersey,Middlesex,40.0,39.0,37.0,40.0,38.0,38.0,40.0,36.0,39.0,37.0,41.0,42.0,41.0,38.0,43.0,44.0,43.0,42.0,42.0,41,42.0,44.0,42.0,43.0,41.0,40.0,42.0,41.0,39.0,31.0,30.0,33.0,32.0,32.0,33.0,35.0,39.0,42.0,44.0,49.0,49.0,43.0,52.0
609,New Jersey,Monmouth,39.0,36.0,37.0,37.0,33.0,31.0,37.0,41.0,39.0,40.0,37.0,36.0,34.0,29.0,35.0,31.0,31.0,31.0,28.0,31,32.0,33.0,28.0,31.0,34.0,36.0,37.0,33.0,34.0,35.0,34.0,38.0,38.0,33.0,25.0,26.0,32.0,34.0,35.0,39.0,39.0,42.0,55.0
610,New Jersey,Morris,39.0,36.0,35.0,36.0,34.0,35.0,34.0,36.0,38.0,37.0,36.0,38.0,38.0,35.0,38.0,40.0,40.0,42.0,38.0,39,42.0,43.0,40.0,43.0,40.0,40.0,39.0,40.0,43.0,40.0,40.0,44.0,43.0,44.0,45.0,46.0,50.0,52.0,57.0,64.0,55.0,65.0,70.0
611,New Jersey,Ocean,40.0,38.0,35.0,38.0,35.0,37.0,37.0,39.0,39.0,40.0,40.0,41.0,43.0,39.0,42.0,43.0,44.0,46.0,44.0,44,45.0,46.0,44.0,45.0,38.0,39.0,37.0,37.0,40.0,39.0,33.0,24.0,24.0,25.0,25.0,31.0,39.0,41.0,38.0,41.0,30.0,32.0,41.0
612,New Jersey,Passaic,37.0,37.0,36.0,39.0,37.0,38.0,39.0,39.0,38.0,37.0,38.0,39.0,40.0,35.0,41.0,43.0,40.0,44.0,39.0,42,44.0,46.0,43.0,46.0,34.0,22.0,25.0,25.0,29.0,26.0,21.0,24.0,26.0,27.0,27.0,32.0,33.0,25.0,21.0,13.0,34.0,22.0,39.0
613,New Jersey,Union,35.0,43.0,38.0,42.0,42.0,43.0,42.0,44.0,45.0,44.0,44.0,50.0,48.0,50.0,52.0,54.0,55.0,55.0,54.0,56,56.0,59.0,60.0,56.0,53.0,53.0,50.0,51.0,55.0,52.0,55.0,51.0,51.0,52.0,57.0,58.0,58.0,71.0,71.0,68.0,68.0,45.0,58.0
614,New Jersey,Warren,37.0,35.0,34.0,35.0,35.0,36.0,39.0,35.0,34.0,36.0,40.0,41.0,31.0,31.0,37.0,47.0,37.0,49.0,41.0,44,45.0,47.0,52.0,45.0,21.0,19.0,22.0,20.0,22.0,24.0,24.0,,,,,,,,,,23.0,42.0,36.0
615,New Mexico,Bernalillo,54.0,62.0,54.0,51.0,53.0,51.0,50.0,49.0,49.0,54.0,59.0,61.0,57.0,54.0,56.0,61.0,55.0,54.0,58.0,63,55.0,54.0,55.0,51.0,50.0,50.0,56.0,49.0,51.0,49.0,49.0,49.0,50.0,58.0,54.0,55.0,51.0,54.0,61.0,64.0,64.0,61.0,54.0
616,New Mexico,Catron,,10.0,10.0,9.0,8.0,9.0,9.0,10.0,10.0,10.0,13.0,11.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10,13.0,13.0,15.0,14.0,13.0,16.0,14.0,15.0,18.0,,,,,,,,1.0,1.0,1.0,,,,
617,New Mexico,Chaves,,18.0,17.0,16.0,21.0,18.0,17.0,17.0,22.0,22.0,25.0,26.0,20.0,21.0,23.0,24.0,24.0,25.0,29.0,32,25.0,26.0,26.0,26.0,18.0,13.0,16.0,17.0,18.0,13.0,15.0,14.0,16.0,35.0,,,,,,,,,
618,New Mexico,Dona Ana,54.0,55.0,53.0,51.0,57.0,57.0,54.0,51.0,50.0,57.0,54.0,58.0,54.0,57.0,58.0,55.0,58.0,55.0,58.0,64,59.0,58.0,66.0,61.0,61.0,58.0,63.0,57.0,54.0,46.0,46.0,47.0,47.0,55.0,52.0,47.0,46.0,43.0,44.0,44.0,42.0,46.0,40.0
619,New Mexico,Eddy,49.0,47.0,46.0,47.0,47.0,45.0,44.0,43.0,40.0,45.0,44.0,46.0,38.0,42.0,44.0,41.0,44.0,42.0,41.0,36,42.0,44.0,43.0,44.0,44.0,19.0,13.0,14.0,16.0,16.0,12.0,14.0,19.0,19.0,19.0,19.0,19.0,,,,,,
620,New Mexico,Grant,,,,,,,,,42.0,40.0,41.0,43.0,45.0,41.0,39.0,42.0,42.0,42.0,21.0,23,22.0,20.0,20.0,22.0,19.0,20.0,21.0,19.0,20.0,20.0,23.0,21.0,25.0,27.0,40.0,34.0,36.0,,,,,,
621,New Mexico,Lea,45.0,43.0,39.0,45.0,45.0,45.0,41.0,40.0,41.0,37.0,37.0,43.0,35.0,37.0,42.0,42.0,42.0,43.0,34.0,26,25.0,25.0,26.0,26.0,17.0,12.0,16.0,14.0,18.0,11.0,15.0,14.0,15.0,28.0,,,,,,,,,
622,New Mexico,Lincoln,,11.0,11.0,10.0,11.0,11.0,10.0,11.0,13.0,15.0,15.0,16.0,11.0,11.0,13.0,13.0,13.0,11.0,10.0,15,13.0,,,,,,,,,,,,,,,,,,,,,,
623,New Mexico,Los Alamos,,11.0,10.0,9.0,10.0,9.0,8.0,10.0,10.0,10.0,14.0,10.0,10.0,11.0,12.0,13.0,10.0,10.0,10.0,13,13.0,11.0,12.0,14.0,13.0,14.0,13.0,11.0,44.0,44.0,46.0,46.0,44.0,28.0,16.0,,,,,,,,
624,New Mexico,Luna,22.0,19.0,19.0,12.0,16.0,19.0,17.0,16.0,44.0,46.0,46.0,41.0,39.0,35.0,38.0,42.0,35.0,19.0,14.0,16,15.0,16.0,15.0,16.0,16.0,17.0,18.0,17.0,18.0,17.0,17.0,16.0,22.0,27.0,27.0,26.0,31.0,,,,,,
625,New Mexico,Rio Arriba,43.0,44.0,44.0,43.0,46.0,45.0,44.0,42.0,44.0,44.0,12.0,9.0,9.0,9.0,10.0,9.0,8.0,9.0,9.0,11,11.0,10.0,8.0,,,,,,,,,,,,,,,,,,,,
626,New Mexico,San Juan,50.0,46.0,45.0,49.0,47.0,47.0,44.0,44.0,44.0,46.0,48.0,46.0,45.0,42.0,48.0,53.0,49.0,44.0,44.0,48,47.0,49.0,47.0,44.0,44.0,35.0,11.0,10.0,11.0,17.0,18.0,19.0,23.0,22.0,16.0,20.0,,20.0,24.0,20.0,18.0,20.0,22.0
627,New Mexico,Sandoval,45.0,44.0,44.0,44.0,45.0,44.0,42.0,41.0,41.0,43.0,43.0,49.0,48.0,46.0,51.0,51.0,57.0,57.0,56.0,49,48.0,45.0,49.0,47.0,43.0,44.0,44.0,44.0,45.0,44.0,43.0,46.0,43.0,44.0,43.0,46.0,40.0,42.0,44.0,37.0,42.0,46.0,
628,New Mexico,Santa Fe,45.0,44.0,44.0,44.0,44.0,44.0,43.0,42.0,43.0,44.0,45.0,44.0,44.0,42.0,43.0,30.0,15.0,15.0,16.0,12,9.0,11.0,13.0,13.0,10.0,9.0,11.0,11.0,11.0,13.0,14.0,13.0,15.0,17.0,15.0,17.0,16.0,18.0,20.0,20.0,18.0,20.0,24.0
629,New Mexico,Socorro,,13.0,11.0,10.0,13.0,10.0,11.0,12.0,14.0,14.0,19.0,13.0,11.0,13.0,13.0,13.0,13.0,11.0,11.0,15,15.0,14.0,17.0,,,,,,,,,,,,,,,,,,,,
630,New Mexico,Taos,19.0,21.0,20.0,15.0,23.0,12.0,12.0,13.0,14.0,15.0,17.0,14.0,15.0,15.0,16.0,17.0,22.0,16.0,15.0,17,19.0,10.0,23.0,11.0,15.0,15.0,18.0,11.0,12.0,11.0,19.0,17.0,19.0,36.0,,,,,,,,,
631,New Mexico,Valencia,44.0,43.0,44.0,44.0,45.0,44.0,43.0,43.0,42.0,44.0,44.0,43.0,43.0,31.0,15.0,15.0,13.0,,,47,43.0,44.0,45.0,44.0,45.0,40.0,41.0,43.0,39.0,39.0,42.0,44.0,44.0,42.0,35.0,,,,,,,,
632,New York,Albany,38.0,36.0,38.0,37.0,38.0,37.0,36.0,37.0,37.0,39.0,37.0,41.0,40.0,39.0,43.0,42.0,32.0,39.0,33.0,34,36.0,37.0,33.0,38.0,35.0,35.0,34.0,35.0,32.0,31.0,31.0,37.0,38.0,31.0,30.0,33.0,35.0,31.0,,,,,
633,New York,Bronx,42.0,41.0,39.0,40.0,39.0,39.0,41.0,46.0,44.0,45.0,45.0,50.0,47.0,48.0,52.0,52.0,50.0,54.0,53.0,55,54.0,56.0,55.0,49.0,48.0,46.0,47.0,47.0,51.0,48.0,33.0,45.0,49.0,27.0,40.0,49.0,46.0,43.0,42.0,48.0,49.0,28.0,25.0
634,New York,Broome,,,,,,,,,,,,,,,,,,,,40,40.0,37.0,40.0,,16.0,14.0,16.0,18.0,15.0,17.0,19.0,21.0,19.0,,,,,,,25.0,25.0,27.0,28.0
635,New York,Chautauqua,39.0,37.0,35.0,38.0,36.0,37.0,37.0,38.0,38.0,36.0,40.0,39.0,39.0,37.0,40.0,38.0,39.0,40.0,38.0,38,40.0,40.0,39.0,40.0,35.0,35.0,37.0,34.0,35.0,35.0,35.0,32.0,28.0,,,,,,,,,,
636,New York,Chemung,,,,,,,,,,,33.0,36.0,35.0,33.0,33.0,34.0,31.0,33.0,33.0,32,36.0,36.0,33.0,37.0,35.0,31.0,31.0,31.0,31.0,31.0,28.0,35.0,31.0,29.0,32.0,32.0,31.0,32.0,29.0,30.0,30.0,25.0,29.0
637,New York,Columbia,,,,,,,,,,,,,,,,,,,,11,12.0,10.0,10.0,,14.0,,,,,,,,,,,,,,,,,,
638,New York,Dutchess,38.0,34.0,35.0,34.0,31.0,32.0,34.0,33.0,34.0,33.0,32.0,34.0,34.0,31.0,33.0,32.0,28.0,31.0,31.0,35,37.0,39.0,35.0,39.0,35.0,34.0,35.0,33.0,33.0,35.0,34.0,37.0,30.0,25.0,29.0,29.0,23.0,16.0,19.0,24.0,23.0,27.0,21.0
639,New York,Erie,39.0,39.0,37.0,38.0,40.0,39.0,41.0,45.0,43.0,42.0,44.0,43.0,45.0,46.0,51.0,49.0,40.0,44.0,42.0,42,44.0,45.0,44.0,44.0,41.0,37.0,42.0,40.0,38.0,36.0,36.0,38.0,41.0,42.0,42.0,45.0,43.0,42.0,44.0,46.0,44.0,42.0,39.0
640,New York,Essex,41.0,40.0,38.0,42.0,41.0,39.0,39.0,39.0,38.0,39.0,40.0,40.0,41.0,41.0,41.0,43.0,42.0,43.0,42.0,43,42.0,43.0,42.0,44.0,44.0,42.0,42.0,42.0,42.0,41.0,43.0,43.0,42.0,43.0,42.0,42.0,40.0,38.0,40.0,38.0,36.0,36.0,40.0
641,New York,Franklin,,,,31.0,,26.0,21.0,26.0,25.0,24.0,12.0,12.0,12.0,24.0,23.0,17.0,20.0,19.0,10.0,9,9.0,10.0,6.0,,,,,12.0,10.0,12.0,16.0,17.0,12.0,14.0,14.0,22.0,17.0,,,,,,
642,New York,Hamilton,36.0,33.0,34.0,35.0,33.0,34.0,34.0,33.0,33.0,34.0,34.0,35.0,36.0,34.0,34.0,35.0,35.0,36.0,38.0,37,35.0,37.0,35.0,37.0,36.0,34.0,34.0,34.0,35.0,32.0,33.0,31.0,,,,,,,,,,,
643,New York,Herkimer,,,,29.0,36.0,31.0,32.0,33.0,33.0,33.0,33.0,34.0,36.0,34.0,33.0,33.0,33.0,35.0,33.0,35,35.0,35.0,34.0,35.0,33.0,33.0,35.0,34.0,34.0,31.0,33.0,14.0,10.0,,,,,,,,,,
644,New York,Jefferson,34.0,32.0,33.0,35.0,33.0,34.0,34.0,32.0,32.0,34.0,32.0,33.0,35.0,34.0,33.0,37.0,33.0,41.0,38.0,41,45.0,45.0,33.0,42.0,41.0,40.0,39.0,40.0,42.0,38.0,38.0,32.0,34.0,42.0,41.0,44.0,36.0,,,,,,
645,New York,Kings,31.0,32.0,23.0,27.0,25.0,28.0,28.0,32.0,30.0,30.0,39.0,41.0,37.0,41.0,45.0,46.0,14.0,14.0,16.0,19,19.0,20.0,25.0,24.0,24.0,26.0,39.0,48.0,50.0,36.0,38.0,39.0,39.0,53.0,47.0,62.0,64.0,65.0,64.0,30.0,51.0,50.0,42.0
646,New York,Madison,,,,,,,,,,,33.0,35.0,36.0,34.0,34.0,37.0,35.0,38.0,33.0,37,37.0,39.0,35.0,39.0,35.0,36.0,36.0,36.0,36.0,36.0,34.0,39.0,31.0,,,,,,,,,,
647,New York,Monroe,38.0,38.0,36.0,36.0,36.0,37.0,38.0,37.0,35.0,37.0,38.0,34.0,38.0,37.0,39.0,37.0,32.0,32.0,31.0,34,36.0,36.0,31.0,24.0,31.0,30.0,30.0,31.0,31.0,31.0,28.0,31.0,30.0,30.0,31.0,34.0,31.0,31.0,30.0,29.0,35.0,36.0,33.0
648,New York,Nassau,20.0,24.0,20.0,22.0,21.0,24.0,23.0,26.0,27.0,32.0,35.0,40.0,34.0,36.0,43.0,43.0,33.0,34.0,34.0,37,37.0,38.0,39.0,40.0,33.0,39.0,37.0,37.0,42.0,40.0,33.0,43.0,42.0,44.0,48.0,47.0,31.0,46.0,52.0,47.0,42.0,44.0,46.0
649,New York,New York,41.0,37.0,37.0,39.0,41.0,41.0,43.0,46.0,43.0,45.0,46.0,54.0,51.0,52.0,55.0,57.0,48.0,50.0,41.0,45,48.0,60.0,59.0,54.0,50.0,50.0,51.0,52.0,57.0,55.0,56.0,69.0,67.0,72.0,70.0,86.0,85.0,91.0,79.0,77.0,74.0,80.0,84.0
650,New York,Niagara,37.0,34.0,34.0,35.0,34.0,35.0,39.0,36.0,35.0,35.0,43.0,45.0,40.0,40.0,45.0,43.0,30.0,36.0,32.0,34,38.0,38.0,36.0,39.0,35.0,32.0,34.0,33.0,33.0,33.0,32.0,33.0,32.0,33.0,33.0,35.0,34.0,35.0,32.0,31.0,35.0,31.0,27.0
651,New York,Oneida,18.0,19.0,16.0,18.0,18.0,20.0,20.0,27.0,24.0,24.0,37.0,34.0,33.0,33.0,44.0,39.0,33.0,35.0,34.0,38,40.0,40.0,34.0,35.0,32.0,31.0,32.0,31.0,31.0,31.0,31.0,32.0,33.0,34.0,32.0,33.0,30.0,30.0,31.0,31.0,34.0,29.0,33.0
652,New York,Onondaga,36.0,36.0,35.0,37.0,35.0,35.0,34.0,35.0,34.0,33.0,33.0,33.0,33.0,33.0,33.0,32.0,31.0,33.0,28.0,32,35.0,37.0,33.0,32.0,31.0,31.0,31.0,31.0,36.0,33.0,35.0,37.0,39.0,40.0,41.0,44.0,45.0,39.0,32.0,28.0,32.0,31.0,36.0
653,New York,Orange,35.0,34.0,36.0,36.0,35.0,34.0,36.0,36.0,37.0,34.0,35.0,39.0,40.0,39.0,41.0,40.0,39.0,46.0,40.0,43,42.0,44.0,40.0,44.0,47.0,44.0,43.0,44.0,,,,,,26.0,,,,,,,,,
654,New York,Oswego,35.0,34.0,33.0,34.0,32.0,34.0,34.0,32.0,31.0,33.0,34.0,34.0,34.0,34.0,35.0,38.0,38.0,43.0,38.0,44,28.0,,,,,,,,,,,,,,,,,,,,,,
655,New York,Putnam,37.0,35.0,33.0,35.0,31.0,34.0,35.0,33.0,32.0,32.0,29.0,34.0,36.0,32.0,34.0,34.0,33.0,37.0,37.0,41,45.0,43.0,36.0,45.0,44.0,41.0,41.0,40.0,35.0,11.0,13.0,14.0,13.0,,,,,,,,,,
656,New York,Queens,42.0,40.0,38.0,40.0,39.0,39.0,39.0,42.0,41.0,42.0,43.0,46.0,44.0,44.0,50.0,47.0,45.0,48.0,48.0,52,50.0,49.0,47.0,45.0,45.0,34.0,25.0,22.0,22.0,26.0,22.0,26.0,24.0,25.0,25.0,25.0,21.0,23.0,22.0,22.0,27.0,27.0,32.0
657,New York,Rensselaer,,,,,,,,,,,34.0,34.0,36.0,34.0,34.0,33.0,32.0,39.0,38.0,38,36.0,21.0,,,16.0,17.0,17.0,14.0,16.0,14.0,19.0,17.0,18.0,,,,29.0,28.0,27.0,27.0,23.0,27.0,31.0
658,New York,Richmond,38.0,37.0,36.0,37.0,37.0,38.0,40.0,43.0,41.0,42.0,42.0,45.0,42.0,41.0,43.0,44.0,43.0,43.0,42.0,42,44.0,45.0,44.0,43.0,40.0,42.0,42.0,36.0,40.0,37.0,28.0,39.0,37.0,42.0,42.0,40.0,44.0,44.0,39.0,45.0,44.0,42.0,46.0
659,New York,Saratoga,35.0,31.0,33.0,33.0,31.0,34.0,33.0,32.0,32.0,32.0,31.0,33.0,35.0,34.0,33.0,33.0,31.0,40.0,36.0,41,35.0,36.0,33.0,37.0,34.0,33.0,32.0,31.0,32.0,31.0,31.0,34.0,29.0,33.0,30.0,31.0,30.0,32.0,,,,,
660,New York,Schenectady,,,,,,,,,,,,34.0,31.0,29.0,27.0,28.0,26.0,31.0,28.0,31,33.0,36.0,31.0,33.0,30.0,30.0,28.0,30.0,31.0,30.0,29.0,30.0,30.0,29.0,30.0,28.0,27.0,31.0,29.0,28.0,31.0,26.0,24.0
661,New York,St. Lawrence,,,,,,,,,,,,,,20.0,19.0,21.0,19.0,24.0,22.0,24,28.0,25.0,26.0,25.0,,,,,,,,,,,,,,,,,,,
662,New York,Steuben,37.0,35.0,34.0,35.0,32.0,34.0,36.0,34.0,33.0,31.0,34.0,40.0,35.0,36.0,39.0,40.0,38.0,33.0,29.0,33,35.0,36.0,32.0,28.0,,,14.0,16.0,16.0,16.0,19.0,21.0,18.0,,,,,,,,,,
663,New York,Suffolk,42.0,39.0,37.0,40.0,39.0,39.0,40.0,41.0,41.0,41.0,40.0,44.0,42.0,40.0,42.0,37.0,41.0,41.0,38.0,40,42.0,42.0,39.0,36.0,34.0,32.0,32.0,32.0,36.0,33.0,31.0,33.0,31.0,31.0,31.0,31.0,29.0,29.0,23.0,32.0,30.0,24.0,31.0
664,New York,Tompkins,39.0,35.0,34.0,35.0,33.0,35.0,36.0,35.0,35.0,35.0,37.0,35.0,37.0,34.0,34.0,35.0,35.0,40.0,36.0,36,37.0,39.0,38.0,41.0,40.0,39.0,35.0,43.0,40.0,41.0,35.0,38.0,37.0,,,,,,,,,,
665,New York,Ulster,,,,,,,,,,,36.0,38.0,37.0,36.0,33.0,36.0,36.0,40.0,37.0,39,38.0,39.0,35.0,41.0,38.0,37.0,37.0,36.0,39.0,40.0,35.0,41.0,17.0,26.0,,,,,,,,,
666,New York,Wayne,35.0,33.0,34.0,35.0,38.0,36.0,34.0,31.0,35.0,33.0,33.0,26.0,35.0,34.0,36.0,38.0,31.0,32.0,34.0,37,34.0,34.0,32.0,38.0,35.0,31.0,31.0,32.0,33.0,33.0,31.0,32.0,32.0,32.0,33.0,31.0,35.0,35.0,31.0,33.0,31.0,26.0,22.0
667,New York,Westchester,38.0,36.0,36.0,36.0,34.0,37.0,37.0,38.0,40.0,39.0,39.0,39.0,37.0,37.0,40.0,43.0,35.0,40.0,29.0,34,36.0,38.0,32.0,31.0,31.0,32.0,31.0,31.0,30.0,31.0,31.0,31.0,31.0,28.0,31.0,31.0,29.0,36.0,31.0,34.0,37.0,31.0,36.0
668,North Carolina,Alamance,,,,,,,,32.0,35.0,31.0,37.0,43.0,43.0,42.0,50.0,55.0,50.0,54.0,53.0,52,51.0,52.0,56.0,59.0,,19.0,19.0,19.0,21.0,19.0,,,,,,,,,,,,,
669,North Carolina,Alexander,40.0,41.0,33.0,39.0,40.0,38.0,39.0,43.0,40.0,40.0,44.0,46.0,46.0,38.0,46.0,54.0,48.0,47.0,42.0,46,54.0,54.0,58.0,44.0,64.0,47.0,46.0,19.0,44.0,20.0,17.0,,51.0,,54.0,58.0,,50.0,46.0,54.0,37.0,,
